review_title,date,type,review_body,name,category,ecology,dimension,region,tag
Estupenda ruta,2019-07-01,Familia,"Muy buen día y Ruta estupenda para hacer en familia. Lo único malo la cuesta del principio y el tramo de carretera al final. Ojo, mucho cuidado en el último pueblo, en riocaliente, hay un bar que se llama el mundo de la cerveza, en el cual paramos a tomar algo mientras que los niños merendaban, y el dueño, hablando de mala manera e intimidando a los niños nos echó literalmente de su mesa como él mismo dijo, porque no se podía comer. Los niños iban a merendar sus bocadillos y los adultos íbamos a consumir de su bar, no vimos nada malo en hacer eso. EVITAR A TODA COSTA.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag78
Paseo encantador,2019-07-01,Familia,"Despues de leer las malas opiniones y una vez hecho, nos ha parecido una ruta muy atractiva. Somos un matrimonio con un hijo de 8 y otro de 10 años. Hemos conocido un poco de la mitologia asturiana a la par que hemos hecho deporte. De ninguna manera es un camino dificil para niños, ahora bien, se necesita una minima preparacion fisica. Una ruta encantadora que repetiremos y recomendaremos.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag79
Volvimos a mitad de camino,2019-07-01,Familia,"La ruta es cuesta arriba, a mitad de camino volvimos sin ver ninguna escultura más que las del aparcamiento, una paliza para nada de lo normal en cualquier camino por alrededor de asturias... Una pena porque salíamos con mucha ilusión y volvimos reventados para nada... Bueno ejercicio se hizo... Foto del parking.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag80
Una ruta asquerosa,2019-07-01,Individual,"Veníamos con niños y pensábamos que seria una ruta con encanto, entre bosques, pues nada mas lejos de la realidad. La mitad del camino se hace por una carretera bastante peligrosa para los niños. Otra gran parte va entre eucaliptos que de bosque autóctono no tiene nada. Las estatuas graciosas si se pudiesen leer los carteles explicativos, estan tan deteriorados que muchos ni se leen. Si te gusta asturias y sus bosques hay 1000 rutas alrededor con mucho mas encanto.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag81
Decepcionante,2019-07-01,Familia,"Realizamos esta ruta ya que es bastante conocida y por las buenas opiniones que habiamos escuchado. En primer lugar hay tramos en la que está muy mal señalizada y no sabes exactamente por donde sigue el camino, por otra lado habíamos leido que la pueden realizar niños e incluso en silla pero la verdad es que la primera parte de la ruta tiene cuestas con mucha subida por lo que en mi opinión no es aconsejable realizarla con niños menos menores de 6 o 7 años. Hay zonas eque están bantante descuidadas y entre las distintas figuras hay demasiada distancia, por último la parte final que son como unos 2 o 3 kilómetros se realizan por carretera y hay que tener bastante cuidado porque es una carretera transitada. Desde mi punto de vista hay rutas en Asturias mucho mejores que esta y mas bonitas.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag82
"Naturaleza, caminar y pasarlo bien 😉😁",2019-06-01,Familia,"Es una experiencia muy bonita, el camino es fácil , pero hay que caminar subiendo como media hora, está descuidada la señalizacion cubierta de malezas.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag83
Nada de lo que describen,2019-06-01,Familia,"Pense que la gente que ponia sus opiniones era mas sincera. Fui con una niña de 8 y una de 2, ya q la describen como una ruta con niños. Sino llevais mochila de carga es imposible viajar con pequeños. O si son niños a partir de 10 años mas o menos para q aguanten ese tiron. Si llovio se llena de barro y al no tener vistas ni nada espectacular en el bosque se hace aburrida. La haria otra vez en bicicleta y como ejercicio, no como paseo.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag84
Un paseo por unos bosques de leyenda,2019-05-01,Familia,"Un recorrido bastante asequible incluso para grupos familiares de diversas edades, recorriendo paisajes bucólicos, bosques encantados, y rincones rurales, con un hilo conductor de la mano de los personajes mitológicos de la región. Con lugares donde hacer eventuales paradas y miradores desde donde contemplar esos profundos valles...",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag85
Decepción,2019-04-01,Familia,"Pensé que iba a estar mucho mejor,para niños tiene bastantes cuestas, estaba todo embarrado, las estatuas no son nada de otro mundo y el último tramo de casi 2 km es por carretera. Sinceramente, no la recomiendo y con niños menos.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag86
Decepción de ruta,2019-04-01,Parejas,"Con la gran cantidad de buenas rutas que hay en Asturias esta no es nada recomendable. Intercala trechos de bosque, con tramos por carretera, otros entre viviendas y termina con unos kilómetros de carretera con bastante tráfico. Por ver las estatuas del camino tampoco merece la pena, además está bastante masificada, sobre todo de familias con niños.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag87
Tongo !!!,2019-04-01,Individual,M parece q le falta mucho para llegar a Camín o algo q tenga q ver con ruta ya q la mayoría del trayecto transcurre entre carretera y coches! Muy peligrosa y más para niños !!!!m parece bien q esta zona se quiera lucrar de esta historia pero por lo menos q lo cuiden y hagan un Camín como lo hacen llamar .falta de carteles indicatorios y señalización .tramos pendientes para niños y sillas inviables .,CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag88
Decepción,2019-03-01,Amigos,"Hemos hecho La ruta este Domingo con mucha ilusión por lo que su nombre indicaba y la verdad que de haber pagado por ello hubiese pedido la devolución del dinero!!! Subir un monte por un camino para luego bajar por una pista entre casas(tienen que estar hasta el moño) y terminar en un largo trecho por carretera con el consiguiente peligro por la cantidad de vehículos que van y vienen,con unas cuantas esculturas salpicadas por aquí y por allá no era lo que esperábamos como su nombre indica. Decepción total y no lo recomendaría.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag89
Faltan cosas,2019-03-01,Familia,"Senda bonita pero dificultad media, prácticamente es todo subir y bajar, osea, rompepiernas. Debería de tener zonas con mesas para poder descansar y comer y no hay ninguna. Para los niños es bastante dura.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag90
Buena ruta,2019-02-01,Individual,"Hicimos dos parejas esta ruta y la verdad que nos gusto, no había mucha gente y se nos hizo corta, aunque como pone en varios sitios que se puede ir con silla de niños, no es apta para llevar sillas, tiene varias zonas para hacer paradas y  con bares para quitar la sed",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag91
Una ruta familiar llena de magia,2019-02-01,Familia,"Una ruta familiar ideal por El Valle de Ardisana en Llanes donde, tanto los niños como los adultos, disfrutarán de la naturaleza, magia, mitología y tradición que recorre los bosques asturianos Lo hicimos en febrero con sol, con dos niños de 2 y 5 años. No recomiendo llevar silla de paseo. El niño de 5 años se lo hizo todo caminando y sin problema, al de 2 años lo llevamos en mochila la primera cuesta, y luego en sitio puntuales en cuello. Los 2 lo disfrutaron muchísimo En nuestro canal de youtube (ememedia) hay un video sobre nuestro paso por el Camin Encantau",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag92
Paseo con niños,2019-03-01,Amigos,"Si te gusta caminar por el monte, esta es tu ruta. Es entretenida, pero difícil en algunos tramos.Las figuras están algo deterioradas. Hay tramos encharcados aunque no haya llovido. Lo mas aburrido es el final , que se hace por carretera durante 3 km. Si tenéis curiosidad y necesitáis que los niños corran y se cansen, hacerla; sino no os perdéis nada.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag93
Bonito e interesante,2019-03-01,Familia,Nos gusto mucho por que recorre varios pueblos entre las montañas. Recorrido sin dificultad si no vas con niños pequeños.,CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag94
Ruta camin encantau,2019-03-01,Parejas,"Ruta de unos 9km q te llevará hacer unas 3h. No recomendable para niños menores de 8 años ni personas con limitaciones... El inicio es duro, con unas duras subidas... Parte del camino es sobre piedras, prao embarrao... y el final x carretera nacional (unos 20min hasta llegar de nuevo al aparcamiento de salida) Hay figuras mitológicas asturianas x el recorrido A mitad de camino hay unos bares donde poder tomar algo... tb hay una zona recreativa donde descansar y reponer fuerzas El recorrido está bastante indicado hasta la última figura (La castañera)... Q ahí hay q volver sobre lo recorrido para coger la carretera nacional q te llevará hasta el aparcamiento inicial",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag95
Ruta entretenida pero dificultosa para ir con niños pequeños,2019-01-01,Familia,"Hemos ido al camin encantado con niño de 6 años y otro de 2. La dificultad es media, ya que hay subidas importantes y el camino es duro y tramos llenos de barro que hacen difícil acceso. El paseo es agradable por la gracia de encontrar los seres... pero los 2km últimos por carretera son muy aburridos..  podrian hacer algo para que sean más llevaderos. En total son unos 11km . La de dos años ha de ir con mochila de montaña... repetiremos con los años.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag96
Un recorrido precioso,2018-12-01,Familia,"Ruta de 10km y 210 metros de desnivel positivo acumulado que se hacen muy llevaderos. Las figuras de madera talladas representando diferentes seres de la mitología asturiana le dan un plus a los chavales para que no se aburran. El valle de Ardisana es una preciosidad, al igual que las aldeas por las que se pasa. Una vez se llega a Riocaliente la vuelta se hace por la carretera hasta La Venta del Pobre. Ruta muy recomendable.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag97
El nombre engaña,2018-12-01,Amigos,"Hemos hecho la ruta este puente con unos amigos, pensando que sería una ruta misteriosa y especial. Todo lo contrario, es un paseo entre varios pueblos con unas cuantas esculturas de madera y la última parte muy aburrida. La gente de los pueblos esta harta porque los turistas les roban la fruta de sus árboles y se dedican a sacarles fotos y tirar basura. Parece una ruta hecha para beneficiar a los restaurantes del lugar",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag98
Ruta entretenida,2018-11-01,Individual,Hicimos la ruta 2 familias con 2 niños de 2 años. El recorrido no me pareció tan sencillo como pensaba. El comienzo tiene un buen trecho cuesta arriba por un sendero empedrado por lo que no es como parra ir en plan sillita del niño y zapatos de tacón. La ruta resulta muy entretenida con los tropiezos constantes con figuritas mitológicas talladas en madera lo que la hace muy atractiva para los niños. El paisaje es precioso rodeado de montañas y la senda está muy bien indicada. A nosotros nos llevó casi 3 horas y media hacerla con una buena parada en la terraza de un bar que está a mitad de camino.,CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag99
Bonito paseo,2018-10-01,Parejas,"Ruta muy entretenida y sin ningún problema, el peor tramo esta nada mas salir que tiene una pendiente un poco pronunciada, por lo demás es un paseo precioso, además de pasar por varios pueblos y por lo menos en dos parar y comer algún pinchito, muy bonita para pasar el día.",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag100
Falta un poco de magia!!,2018-10-01,Familia,"Ruta senderista sin pérdida alguna de poco menos de 9km, fácil y accesible. Las tallas que se encuentran por el camino de referencias mitológicas asturianas, están algunas de ellas algo deterioradas, y no todas son especialmente bonitas ni llamativas. El camino es un continuo sube y baja por senderos y pistas, que si ha llovido previamente puede llegar a ser dificultoso. Lo peor de todo el recorrido son los últimos 2km que hay q hacer al borde de una carretera nacional sin más interés que volver a llegar al punto de partida. Lo mejor el último pueblo y el bar del puente cerca de la Castañera (plaza de gran encanto con los horreos)",CaminEncantau,Patrimonio natural,Paisaje,Mitología,Asturias,tag101
